,title,price,store,commentcount,location
973,"""【低至￥699】OPPO A5 3+32G全面屏AI双摄拍照美颜长续航手机全网通学生老人4G全网通智能手机oppoa5""",699.0,苏宁易购官方旗舰店,8972.0,江苏 南京
1355,"""[至高可省950] vivo X27 vivox27 幻彩版x23 x21 x23 nex z5x vivox20pro 官网 vivox27pro vivox20 手机vivo""",2498.0,能良数码官方旗舰店,8901.0,上海
1928,"""Philips/飞利浦 E106 正品男女直板老人手机 超长待机老人机  移动2G老年手机 学生儿童戒网备用老年机""",79.0,苏宁易购官方旗舰店,8858.0,江苏 南京
203,"""【50优惠券+送好礼】Huawei/华为 畅享9官方旗舰店官网正品畅想9plus手机nova新款mate20学生4荣耀10直降青春""",779.0,蓝港数码专营店,8801.0,广东 深圳
1973,"""【爆款直降】Huawei/华为畅享9 Plus全面屏超清屏前后四摄华为官方店铺正品青春学生手机""",1199.0,苏宁易购官方旗舰店,8693.0,江苏 南京
336,"""【填登录手机号】10元/月百度网盘普通会员1个月卡百度云自动充值""",10.0,百度网盘旗舰店,8686.0,北京
733,"""优惠810现货发Huawei华为 畅享9 PLUS手机畅享9官方旗舰店正品9s畅想10plus直降价mate20荣耀10学生老人机P20""",828.0,三际数码官方旗舰店,8642.0,山东 济南
1363,"""纽曼 M560C老人机超长待机移动老年手机正品女按键直板老年机小手机大屏大字大声音诺基亚功能机电信老人手机""",79.0,创于佳讯数码专营店,8588.0,广东 深圳
233,"""Xiaomi/小米 Redmi Note 8官方旗舰红米note8Pro新手机红米7pro 9""",925.0,龙通店,8517.0,广东 深圳
1861,"""vivo S1升降摄像头全面屏智能拍照手机官方旗舰店官网正品vivox21vivox23新品vivos1""",1598.0,vivo官方旗舰店,8482.0,广东 东莞
190,"""现货速发Apple/苹果iPhone11ProMax官方iphone苹果11手机官网国行""",4699.0,佳欣共创科技,8465.0,广东 深圳
92,"""4G全网通尼凯恩 EN3C正品三防军工直板超长待机移动电信版老年机老人手机女款学生大屏大字大声按键备用手机""",98.0,尼凯恩旗舰店,8425.0,广东 深圳
793,"""军工三防老人机超长待机全网通电信联通4G老年手机新路虎时代k968""",68.0,紫向日葵,8406.0,北京
737,"""下单减100 vivo Z5X手机全面屏新品官网旗舰 vivoz5x z3 u1 s1 x21 x23 z5x限量版 z5x高配版 vivo z5x""",1298.0,vivo欧曙专卖店,8314.0,上海
172,"""【填登录手机号】百度网盘超级会员1个月SVIP自动充值""",30.0,百度网盘旗舰店,8236.0,北京
541,"""Xiaomi/小米 小米9故宫版九se战斗天使10透明尊享9plus新手机9pro""",2088.0,龙通店,8231.0,广东 深圳
528,"""【限时24期免息】Apple/苹果 iPhone 8 Plus 全网通4G智能手机iphone8plus 苹果8p 苏宁易购官方旗舰店""",4449.0,苏宁易购官方旗舰店,8167.0,江苏 南京
527,"""【限时24期免息】Apple/苹果 iPhone 8 Plus 全网通4G智能手机iphone8plus 苹果8p 苏宁易购官方旗舰店""",4449.0,苏宁易购官方旗舰店,8167.0,江苏 南京
773,"""【咨询减40元+选手环】Xiaomi/小米8青春版手机 8se官方旗舰店9 红米note7pro 官网9se 红米note8 红米K20pro""",1039.0,三际数码官方旗舰店,8128.0,山东 济南
299,"""官方Xiaomi/小米 redmi note 7 pro红米note7pro小金刚手机cc9e 8""",799.0,龙通店,8009.0,广东 深圳
1081,"""【限时直降200】红米note7pro 全面屏手机4800万大电量拍照智能小米官方旗舰正品红米note7 红米note8""",1199.0,苏宁易购官方旗舰店,7870.0,江苏 南京
1772,"""低至899元/24期分期Huawei/华为 畅享9 PLUS官网官方旗舰店正品华为手机畅想9plus新款nova4荣耀9直降价mate""",899.0,能良数码官方旗舰店,7854.0,上海
87,"""【直降200】Huawei/华为 nova 5 Pro 新款手机官方旗舰店官网降价5g全网通mate30pro智能手机p30正品5i荣耀6""",2499.0,京合旗舰店,7837.0,安徽 合肥
661,"""Apple/苹果 iPhone XS Max苹果xsmax 苹果8x xr双卡手机 iPhonexr""",3580.0,子轩_果果,7795.0,广东 深圳
245,"""Xiaomi/小米9Pro 5g版官方旗舰骁龙855plus全面屏10手机mix4pro新""",2297.99,heatlinda,7696.0,广东 深圳
498,"""Samsung/三星B309电信4g版老人机直板按键老年款小手机学生备用机""",49.0,玛丽m1989,7695.0,广东 深圳
1677,"""华为/honor/荣耀 荣耀8X系列新品官方正品旗舰店官网手机9xpro8xmax学生系列v10直降play3青春10""",878.0,蓝港数码专营店,7629.0,广东 深圳
300,"""一加7pro OnePlus/一加 GM1910手机官方旗舰官网7t1+7pro 1加7pro""",2149.0,品牌机批发店,7597.0,广东 深圳
1716,"""【128GB低至1239元起】华为honor/荣耀8X全面屏手机官方旗舰店新畅玩8c畅享max正品官网9x系列10青春版i降价s""",1049.0,能良数码官方旗舰店,7575.0,上海
640,"""Philips/飞利浦 E163K 移动联通2G老人机超长待机直板按键大屏大字大声老年手机军工女款小学生迷你备用机""",119.0,飞利浦官方旗舰店,7556.0,上海
1178,"""【至高省50】vivo U1水滴全面屏大电池拍照智能4G官方正品手机指纹双识别vivou1 y73 Z3 iqoo""",749.0,苏宁易购官方旗舰店,7445.0,江苏 南京
605,"""Samsung/三星 GALAXY S9+ 三星S9 s9+ plus港版美版手机note10+s8""",1838.0,小萝卜通讯,7321.0,上海
1034,"""【4G全网通】纽曼 C9三防手机正品军工电信版老人机超长待机老年手机移动女学生大屏大字大声音按键备用手机""",168.0,创于佳讯数码专营店,7292.0,广东 深圳
101,"""Philips/飞利浦 E183A老人机大屏大字大声4G全网通老年机超长待机直板老年手机双卡双待按键老人学生备用手机""",149.0,伟业恒通数码专营店,7277.0,广东 深圳
2697,"""红鸟H2 儿童手机小学生移动电信版非智能电话女生卡通可爱迷你学生价小卡片手机直板老人老年手机备用款正品""",79.9,红鸟手机旗舰店,7254.0,广东 深圳
283,"""新品【200元优惠券+送900元礼】Huawei/华为 nova 4e官方旗舰店手机正品nova4官网Mate20pro荣耀p30直降/5""",1599.0,蓝港数码专营店,7234.0,广东 深圳
3286,"""索爱 sa-z8移动电信翻盖老人机大字大声大屏男女款老年手机超长待机双屏正品盲人天翼三防按键备用功能手机""",279.0,宇索数码专营店,7222.0,山东 济南
222,"""【24期免息至高省500】vivo iQOO Pro高通骁龙855Plus处理器游戏指纹智能手机iqoopro vivoiqoo 新iqoo限量版""",2898.0,vivo官方旗舰店,7210.0,广东 东莞
261,"""创星（手机） Z9翻盖手机老人机超长待机电信版老年手机大字大声音正品女非智能诺基亚学生手机只可以打电话""",139.0,慕尚年华数码专营店,7180.0,广东 深圳
887,"""现货降价|华为p30proHUAWEI HUAWEI P30 PRO价官方正品手机mate30""",2677.73,赛西湖,7172.0,浙江 杭州
611,"""纽曼 Q99+正品卡片手机电信移动超薄迷你可爱袖珍直板按键儿童学生戒网男女备用手机网红个性非智能超小手机""",63.0,好易用数码专营店,7155.0,广东 深圳
1614,"""纽曼 L8S军工三防老人手机大字大声音电信版老年手机超长待机正品移动男女款老人机大屏学生功能机直板老年机""",119.0,慕尚年华数码专营店,7152.0,广东 深圳
232,"""【到手价599】华为HONOR/荣耀畅玩8A全面屏4G智能手机官网正品学生官方旗舰店全网通8X20i""",599.0,苏宁易购官方旗舰店,7131.0,江苏 南京
1383,"""6+64G领券9?9起+送手环 Xiaomi/小米红米Note7手机 小金刚RedmiNote7pro官方旗舰店9网8SE红米note8小米8青春""",969.0,三际数码官方旗舰店,7101.0,山东 济南
418,"""【年货节 立减100】Huawei/华为麦芒 8全面屏AI三摄超级夜景智能手机华为正品官方手机华为官方旗舰店""",1599.0,华为官方旗舰店,7039.0,广东 深圳
382,"""百合BIHEE I100G 移动电信版翻盖老年手机大字大声老人机超长待机""",143.0,时创达通讯,7028.0,广东 深圳
171,"""SAILF R20全新正品全面水滴屏8核6+128G全网通4G学生价游戏超薄安卓指纹一体拍照老人年大字超长待机智能手机""",388.0,硕王捷信时代专卖店,6996.0,广东 深圳
443,"""【年货节 300优惠券】Huawei/华为 nova 5超级夜景4800万AI四摄超级快充智能手机nova5华为官方旗舰店""",2599.0,华为官方旗舰店,6941.0,广东 深圳
390,"""优惠1850元24期分期当天发Huawei/华为 P30 Pro官方旗舰店正品荣耀p30pro直降mate30 pro全网通5g手机20新p40""",3388.0,同步飞扬数码专营店,6926.0,广东 深圳
2389,"""新品vivo Z5X新款手机上市官网官方旗舰店正品新机限量版u1 x23 x27 X21 z1i z1 z3i z3 z5 z3x u3 u3x nex""",1298.0,茂鹏数码专营店,6919.0,广东 深圳
28,"""vjvj X21S正品学生价水滴全面屏安卓指纹游戏电信全网通智能手机""",368.0,华信通商城,6902.0,广东 深圳
357,"""YEPEN/誉品N2卡片直板手机超薄非智能戒网迷你超小袖珍学生男女备用儿童初中只能接打电话电信联通4G抖音同款""",118.0,誉品广联专卖店,6873.0,广东 深圳
359,"""Xiaomi/小米 小米CC 9美图定制版cc9pro小仙女手机官方尊享9e""",918.0,heatlinda,6861.0,广东 深圳
180,"""Philips/飞利浦 E163K 老人机超长待机直板按键老年手机大屏大字大声移动联通2G老人手机女款学生迷你备用机""",115.0,苏宁易购官方旗舰店,6825.0,江苏 南京
2244,"""【当天发货+碎屏保】华为honor/荣耀 畅玩7智能手机7C/8A老人机8C""",398.99,龙通店,6784.0,广东 深圳
2097,"""【当天发货+碎屏保】华为honor/荣耀 畅玩7智能手机7C/8A老人机8C""",398.99,龙通店,6784.0,广东 深圳
63,"""【1199起限量抢】红米note8pro 6400万四摄全面屏智能学生小米官方旗舰正品手机 k30 红米note7 红米note8""",1199.0,苏宁易购官方旗舰店,6777.0,江苏 南京
173,"""BIRD/波导 A520超长待机移动老人机手机大字大声电信版大屏正品4g全网通大按键直板女款诺基亚老年手机学生""",158.0,波导七星级专卖店,6757.0,广东 深圳
2738,"""【6期免息立省1500元】vivo NEX全面屏升降摄像头6G大运存官方旗舰店官网正品智能手机vivonex NEX apex""",2198.0,vivo官方旗舰店,6709.0,广东 东莞
39,"""Apple/苹果 iPhone 7 Plus全新7代5.5英寸全网通7P苹果8plus手机X""",1650.0,晨曦爱森林浴,6597.0,上海
193,"""【低至999】华为HONOR/荣耀 荣耀20i 3200万AI自拍照渐变色官方旗舰店学生华为手机全面屏""",999.0,苏宁易购官方旗舰店,6595.0,江苏 南京
373,"""咨询可减50+选无线充 Xiaomi/小米9手机Plus九pro官网旗舰店cc9顶配9se透明8尊享版mix3官网10红米K20骁龙855""",2899.0,能良数码官方旗舰店,6573.0,上海
255,"""【24期免息赠蓝牙音箱】OPPO Reno2全面屏4800万变焦四摄超清拍照视频防抖智能手机官方旗舰店opporeno2 r17""",2999.0,oppo官方旗舰店,6549.0,广东 东莞
695,"""【低至2099元】华为旗下HONOR/荣耀20全面屏超广角AI四摄麒麟980芯片智能拍照手机正品PRO手机v30""",2099.0,荣耀官方旗舰店,6517.0,广东 深圳
235,"""直降价华为mate305G版HUAWEI HUAWEI Mate 30 Pro正品手机保时捷X""",3284.71,国货平价网,6453.0,广东 深圳
1967,"""[4G全网通]纽曼 L8S三防老人机超长待机移动电信版老人手机大屏大字大声音老年机正品直板军工按键天翼备用机""",119.0,纽曼深圳专卖店,6441.0,广东 深圳
2042,"""直降470+送碎屏保】华为honor/荣耀 畅玩8C 全面屏手机降价8A/9x""",498.0,龙通店,6424.0,广东 深圳
315,"""直降500元畅享10plus官网HUAWEI 华为畅享10 plus官方旗舰店手机9""",947.05,国货平价网,6420.0,广东 深圳
220,"""天语 R7C正品老人机超长待机老年机大屏大字大声音移动电信版老人手机4G全网通超薄直板按键女学生备用功能机""",98.0,天语强宇专卖店,6402.0,广西 桂林
118,"""当天发货 Apple/苹果iPhone 11 Pro新款苹果iphone11pro Max 手机""",3787.0,周宏亮,6373.0,广东 深圳
827,"""【12期免息赠音箱】OPPO Reno Z全面屏正品官方旗舰新品4800万超清拍照智能手机opporeno r15 r17""",2199.0,oppo官方旗舰店,6368.0,广东 东莞
596,"""【钜惠100 6期免息】Meizu/魅族16Xs极边对称全面屏4800万AI三摄4000mAh大电池4G商务拍照手机官方旗舰店正品""",1499.0,魅族官方旗舰店,6361.0,广东 珠海
155,"""【限时24期免息】Meizu/魅族16sPro骁龙855Plus4800W光学防抖三摄屏下指纹全面屏高端商务官方正品手机""",2689.0,魅族官方旗舰店,6313.0,广东 珠海
292,"""荣耀9x[直降541]华为honor/荣耀 荣耀9xpro手机新品华为荣耀9xpro""",957.99,白开水的点燃方式,6295.0,河南 郑州
130,"""【限时享24期免息 至高省300元】小米CC9 Pro 1亿像素手机五摄双光学防抖拍照小米官方旗舰店正品xiaomi""",2599.0,小米官方旗舰店,6283.0,北京
313,"""可减980元24期分期当天发Huawei/华为 nova 5 Pro官方旗舰店正品nova5荣耀p30 6直降mate30新款5g手机全网p20""",2499.0,同步飞扬数码专营店,6216.0,广东 深圳
94,"""可减350元当天发货/华为HONOR 荣耀9X全网通手机麒麟810系列v20官方旗舰店20i直降降价9xpro青春x9华为荣耀9x""",1099.0,三际数码官方旗舰店,6175.0,山东 济南
1093,"""【24期免息 赠配件礼包】华为旗下HONOR/荣耀20 PRO 新品变焦全焦段AI四摄全面屏手机官方旗舰店荣耀HONOR""",2699.0,荣耀官方旗舰店,6152.0,广东 深圳
457,"""优惠1200元24期分期当天发Huawei/华为 P30 官方旗舰店正品华为p30 pro直降5g手机p40新荣耀mate30全网通p10""",3388.0,同步飞扬数码专营店,6124.0,广东 深圳
239,"""【至高直降700 6期免息】一加7Pro手机全新正品OnePlus7pro 骁龙855 7t  1+7T 一加7手机官方旗舰官网 7tpro""",3499.0,一加创华威专卖店,6095.0,广东 深圳
170,"""【1.6-1.10享12期免息】HUAWEI/华为nova 5 Pro麒麟980新品4800万AI四摄超级快充屏内指纹NFC手机""",2499.0,苏宁易购官方旗舰店,6083.0,江苏 南京
2915,"""4G全网通皓轩老人机超长待机直板男女大屏大字大声移动电信版老年机联通学生按键小型迷你备用天翼非智能手机""",49.0,皓轩天纵汇专卖店,6083.0,广东 深圳
881,"""Changhong/长虹 L3 老人手机大屏大字大声老年机超长待机声音大直板移动语音播报大按键老人机女老年手机正品""",149.0,长虹佳音专卖店,5994.0,安徽 合肥
43,"""【6+64GB限时低至1299元】华为旗下HONOR/荣耀20青春版AMOLED屏幕指纹手机官方旗舰店新品9X正品20""",1099.0,荣耀官方旗舰店,5969.0,广东 深圳
1236,"""Xiaomi/小米 红米4A 5A 6A 4X 3S全网通4G老人学生智能手机正品""",279.0,深圳通讯数码有限公司,5914.0,广东 深圳
1342,"""【降128G+送碎屏险】Xiaomi/小米 小米8 青春版手机小米Play 八se""",729.0,一朵花的记忆,5900.0,广东 深圳
356,"""GINEEK/京立 L660移动翻盖手机联通电信老人机双卡大字大声老年机""",79.0,大爱百货专售,5886.0,江苏 常州
647,"""立减100元 vivo Z5x手机限量版vivo官方旗舰店新品vivoz5x高配版vivox27 voviz5x手机bbk z5x vivo手机z3""",1298.0,vivo天诚专卖店,5857.0,广东 东莞
374,"""【年货节立减400 24期免息 送45W快充】Samsung/三星Galaxy Note10+SM-N9760 5G骁龙855 S Pen智能防水手机""",7999.0,三星官方旗舰店,5837.0,北京
587,"""华为荣耀20pro honor/荣耀 荣耀20PRO手机官方麒麟980直降新品V30""",1699.0,深圳一航,5829.0,广东 深圳
1602,"""【24期分期】华为honor/荣耀 荣耀8X官方旗舰店正品学生手机10青春版千元霸屏9xPro官网直降荣耀20i/pro""",899.0,京合旗舰店,5803.0,安徽 合肥
104,"""可减400元12期花呗免息/华为HONOR 荣耀20i手机官方旗舰店降价9x学生上市paly3官网降价20青春版华为荣耀20i""",999.0,三际数码官方旗舰店,5778.0,山东 济南
