title,price,store,commentcount,location
"""【新品上市 享24期免息】OPPO Reno3 Pro 双模5G骁龙全面屏智能手机 双曲面超薄VOOC闪充官方旗舰店opporeno3""",3999.00,"""oppo官方旗舰店""",679,广东 东莞
"""【1月6日低至1199起】红米note8pro6400万四摄4500mAh大电量小米手机拍照智能redmi学生小米官方旗舰店xiaomi""",1199.00,"""小米官方旗舰店""",3508,北京
"""Xiaomi/小米 Redmi 8A 红米8a新手机note8pro小米手机官网旗舰7a""",468.00,"""给力不坑爹""",1891,广东 深圳
"""【限时低至1399元】华为旗下HONOR/荣耀 Note10 大屏幕液冷双Turbo官方旗舰店官网正品游戏手机""",1399.00,"""荣耀官方旗舰店""",31477,广东 深圳
"""【1.6-1.10享12期免息】HUAWEI/华为nova 5 Pro麒麟980新品4800万AI四摄超级快充屏内指纹NFC手机""",2499.00,"""苏宁易购官方旗舰店""",6083,江苏 南京
"""SAILF R20全新正品全面水滴屏8核6+128G全网通4G学生价游戏超薄安卓指纹一体拍照老人年大字超长待机智能手机""",388.00,"""硕王捷信时代专卖店""",6996,广东 深圳
"""【填登录手机号】百度网盘超级会员1个月SVIP自动充值""",30.00,"""百度网盘旗舰店""",8236,北京
"""BIRD/波导 A520超长待机移动老人机手机大字大声电信版大屏正品4g全网通大按键直板女款诺基亚老年手机学生""",158.00,"""波导七星级专卖店""",6757,广东 深圳
"""可减420元送天猫精灵/华为HONOR 荣耀V20全面屏手机官方旗舰店官网正品magic3青春版预定新V20pro直降麒麟v30""",1749.00,"""三际数码官方旗舰店""",4400,山东 济南
"""【正品5年换新】 Nokia/诺基亚105直板老人机迷你小学生备用手机官方旗舰店超长待机老年非智能110儿童经典款""",139.00,"""京联通达数码旗舰店""",9746,北京
"""官方Xiaomi/小米 Redmi K20骁龙855红米k20 pro旗舰手机尊享版""",1298.00,"""heatlinda""",19066,广东 深圳
"""【6期免息+200元优惠券】华为nova 5i 手机官方旗舰店nova5i/4e华为p30pro正品p20新款mate20直降5pro荣耀最""",1999.00,"""蓝港数码专营店""",4156,广东 深圳
"""百度网盘普通会员1个月百度云盘VIP会员月卡视频存储 填手机号""",9.50,"""福禄网游数卡专营店""",231,湖北 武汉
"""分期Apple/苹果 iPhone 8plus 苹果8plus国行手机iphone8苹果8p""",2100.00,"""美图好手机""",1512,广东 深圳
"""Philips/飞利浦 E163K 老人机超长待机直板按键老年手机大屏大字大声移动联通2G老人手机女款学生迷你备用机""",115.00,"""苏宁易购官方旗舰店""",6825,江苏 南京
"""【至高省200】vivo iQOO Neo 855竞速版高通骁龙855Plus处理器游戏vivoiqooneo iqooneo vivo新iqoo 手机限量""",2598.00,"""vivo官方旗舰店""",776,广东 东莞
"""顺丰当天发 【新品】Huawei/华为 畅享9珍珠屏华为官网官方旗舰店正品nova5plus/mate30pro超长待机非5g手机""",779.00,"""小淘器数码专营店""",15938,安徽 合肥
"""纽曼C5老人手机超长待机直板按键老年机学生小手机4G男生女生非智能机大屏大字大声诺基亚功能备用电信版专用""",58.00,"""米凌数码专营店""",2735,广东 深圳
"""【24期免息+选享4e手环】HUAWEI/华为Mate30 全网通5G智能手机 麒麟990徕卡拍照手机旗舰新品官方正品""",4999.00,"""苏宁易购官方旗舰店""",1872,江苏 南京
"""Apple/苹果 iPhone XR 苹果xr iphonexs 苹果MAX双卡XS手机""",1800.00,"""zl528008""",1578,广东 深圳
"""华为nova5【免息直降980】HUAWEI nova 5 Pro手机官方5i nova5z""",1488.00,"""白开水的点燃方式""",9469,河南 郑州
"""正品五年换新/Nokia/诺基亚 新106老人机超长待机移动直板按键功能学生儿童老年机备用经典小手机官方旗舰店""",129.00,"""哥小哥数码专营店""",797,广东 深圳
"""Xiaomi/小米 小米CC9 Pro官方美图cc9pro旗舰手机定制10尊享版新""",2438.00,"""heatlinda""",3634,广东 深圳
"""Samsung/三星 Galaxy S10+ SM-G9750三星S10e美港版手机note10 S9""",1898.00,"""伊恋纯服饰""",1914,广东 深圳
"""现货速发Apple/苹果iPhone11ProMax官方iphone苹果11手机官网国行""",4699.00,"""佳欣共创科技""",8465,广东 深圳
"""24期分期/优惠350当天发【新品】Huawei/华为 nova 5i手机官网官方旗舰店正品华为非5G降价mate30novapro手机""",1799.00,"""小淘器数码专营店""",3146,安徽 合肥
"""当天发【12期免息】华为honor/荣耀 荣耀20青春版手机官方旗舰店新款v30pro正品全网通20pro/i非5g手机9x pro""",1099.00,"""京合旗舰店""",913,安徽 合肥
"""【低至999】华为HONOR/荣耀 荣耀20i 3200万AI自拍照渐变色官方旗舰店学生华为手机全面屏""",999.00,"""苏宁易购官方旗舰店""",6595,江苏 南京
"""关爱心A5儿童手机迷你小学生卡通可爱移动电信版定位棒棒机初中学生专用戒网瘾男生非智能按键女款卡片小手机""",77.90,"""关爱心赫尔曼专卖店""",1602,广东 深圳
"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全新正品4G""",930.00,"""白云11212""",592,广东 深圳
"""【限时24期免息赠359元蓝牙耳机】vivo S5新品vivos5智能美颜拍照手机官方旗舰店官网正品vivos1 x27 x23""",2698.00,"""vivo官方旗舰店""",1938,广东 东莞
"""华为mate30 5g 降价 HUAWEI HUAWEI Mate 30 Pro莱卡四摄全屏手机""",3287.67,"""e酷手机网""",2687,北京
"""索爱Z6老人机翻盖全网通4G老人手机大字大声大屏移动联通4G版老年机超长待机双卡双待男女款按键电信老年手机""",219.00,"""索爱数码旗舰店""",10340,广东 深圳
"""【分期免息】Apple/苹果 iPhone X 苹果8x全新正品国行全网通手机""",2728.00,"""壹加陆时尚女装""",878,广东 深圳
"""现货送无线充/24期分期Apple 苹果 iPhone 11 全网通智能4G苹果11正品手机xs官方官网旗舰店X新品11promax xr""",5088.00,"""三际数码官方旗舰店""",2807,山东 济南
"""Apple/苹果 iPhone XS Max苹果xsmax iphonexs 苹果xr双卡4g手机""",3069.00,"""k4058126963""",5160,上海
"""分期免息 Apple/苹果 iPhone X 苹果8x全新国行iphonex全网通手机""",2228.00,"""时尚名媛品牌店""",562,广东 深圳
"""【50优惠券+送好礼】Huawei/华为 畅享9官方旗舰店官网正品畅想9plus手机nova新款mate20学生4荣耀10直降青春""",779.00,"""蓝港数码专营店""",8801,广东 深圳
"""R20八核128G水滴屏全网通4G学生价游戏超薄安卓大字大声超长待机智能手机送小米鼠荣耀oppo华为vivo耳机SAILF""",398.00,"""捷路通数码专营店""",692,广东 深圳
"""【24期免息+低至1799元】华为旗下HONOR/荣耀9X PRO麒麟810芯片4800万超清三摄升降式摄像头智能手机正品""",1799.00,"""荣耀官方旗舰店""",12296,广东 深圳
"""【三网任选】纽曼 F6移动电信翻盖手机老人机大声大字大屏男女款按键备用老年机翻盖机老年手机超长待机正品""",109.00,"""金辉天成数码专营店""",2161,广东 深圳
"""Nokia/诺基亚1110移动老年人小手机学生备用经典款黑白屏直板按键""",50.00,"""恒信数码科技111""",1300,广东 深圳
"""正品朵唯D520翻盖手机老人机大屏大字大声音移动联通电信版老年机超长待机男女款学生价老年手机按键老人手机""",108.00,"""朵唯深圳专卖店""",2112,广东 深圳
"""新品【当天发+1000元礼】Huawei/华为 畅享10 Plus官方旗舰店10正品9畅想9plus手机nova5i直降价mate20荣耀5g""",1299.00,"""蓝港数码专营店""",1484,广东 深圳
"""【享12期免息+优惠200+乐心手环】Huawei/华为P30 Pro曲面屏超感光徕卡四摄变焦980芯片智能手机p30pro""",4488.00,"""苏宁易购官方旗舰店""",9964,江苏 南京
"""【购机送无线充电器】苹果11 中移动Apple/iPhone 11苹果手机2019新款全网通智能手机苹果xr xsmax 7plus正品""",5198.00,"""中国移动官方旗舰店""",2032,浙江 杭州
"""纽曼V7 儿童手机 小学生初中生可爱卡通男女款迷你汽车非智能4G移动电信版卡片超薄只可以打电话老人老年手机""",78.00,"""纯林伟业数码专营店""",34478,广东 深圳
"""【3期免息 至高省600】vivo iQOO高通骁龙855处理器游戏全面屏手机vivoiqoo vivo新iqoo 新iqoo iqoo限量版""",2098.00,"""vivo官方旗舰店""",78310,广东 东莞
"""可减250元华为Honor荣耀9X系列麒麟810全网通智能手机全新官方旗舰店官网正品最新款荣燿9xpro华为荣耀x9直降""",1099.00,"""蓝港数码专营店""",3900,广东 深圳
"""256G版低至24?9元起+送无线充】Xiaomi/小米 小米9手机9plus官方旗舰店mix4正品10透明尊享版cc9pro官网""",2399.00,"""广东电信亿品汇专卖店""",5241,广东 深圳
"""Apple/苹果 iPhone XR iphonexr 苹果XR手机 双卡双待 xs max 8x""",2682.90,"""锴诚有限公司""",1031,北京
"""长虹 GA528正品老人手机大字大屏大声音超长待机4G全网通移动电信版直板老年手机联通女功能按键小学生手机""",168.00,"""网能恒业数码专营店""",595,广东 深圳
"""4G全网通老人机超长待机军工三防微信联通电信版大字大声老年手机""",145.00,"""紫向日葵""",17624,北京
"""【下单立减189元】Apple/苹果 iPhone 8 64G 移动联通电信全网通4G手机 官方正品苹果iPhone8 苹果8""",3488.00,"""苏宁易购官方旗舰店""",166090,江苏 南京
"""天语 R7C正品老人机超长待机老年机大屏大字大声音移动电信版老人手机4G全网通超薄直板按键女学生备用功能机""",98.00,"""天语强宇专卖店""",6402,广西 桂林
"""飞利浦E109C正品老人机超长待机直板老年手机大屏大字大声音移动联通电信版学生功能按键小巧备用手机""",79.00,"""华晖数码专营店""",3294,广东 深圳
"""【24期免息至高省500】vivo iQOO Pro高通骁龙855Plus处理器游戏指纹智能手机iqoopro vivoiqoo 新iqoo限量版""",2898.00,"""vivo官方旗舰店""",7210,广东 东莞
"""华为nova5【直降990】HUAWEI nova 5 Pro官方旗舰新手机6正nova5i""",1448.00,"""品牌机批发店""",9840,广东 深圳
"""顺丰速发【100元优惠券】Huawei/华为 畅享9 PLUS官方旗舰店官网正品nova3/4手机mate20畅想9plus最pro荣耀10""",1099.00,"""蓝港数码专营店""",9278,广东 深圳
"""【年货节立减400 低至1299】realme 真我X大师版索尼4800万升降全面屏 屏下指纹解锁官方正品手机realmex""",1299.00,"""realme官方旗舰店""",1187,广东 东莞
"""【直降200元】vivo X27 限量版新品上市4800万广角三摄升降式摄像头全面屏指纹手机官方正品vivox27 限量版""",2498.00,"""vivo官方旗舰店""",20414,广东 东莞
"""【限时到手价899】华为honor/荣耀 荣耀10青春版渐变色全网通智能手机全新正品官方旗舰店拍照学生手机8X""",899.00,"""苏宁易购官方旗舰店""",15378,江苏 南京
"""【购机加赠耳机】OPPO A11 超清AI四摄大内存长续航全面屏学生老人智能手机""",1299.00,"""oppo官方旗舰店""",449,广东 东莞
"""红魔3s代nubia/努比亚电竞游戏手机mars2骁龙855plus三官方黑鲨4""",1399.00,"""heatlinda""",13766,广东 深圳
"""128G版到手11?9起+选手环 Xiaomi/小米红米Note8Pro手机 官方旗舰店小米8青春版RedmiK30官网7小米8se米9plus""",1059.00,"""三际数码官方旗舰店""",3248,山东 济南
"""【3期免息 6日领券省200】vivo Z5x 全面屏AI三摄骁龙710全面屏4G官方旗舰正品手机 vivoz5x vivoz5 z3 iQOO""",1298.00,"""苏宁易购官方旗舰店""",16035,江苏 南京
"""【到手价599】华为HONOR/荣耀畅玩8A全面屏4G智能手机官网正品学生官方旗舰店全网通8X20i""",599.00,"""苏宁易购官方旗舰店""",7131,江苏 南京
"""Xiaomi/小米 Redmi Note 8官方旗舰红米note8Pro新手机红米7pro 9""",925.00,"""龙通店""",8517,广东 深圳
"""vivo y67全网通手机指纹 vivoy67手机Y66手机美颜拍照VIVO Y67""",280.00,"""诚诚手机通讯""",489,广东 深圳
"""直降价华为mate305G版HUAWEI HUAWEI Mate 30 Pro正品手机保时捷X""",3284.71,"""国货平价网""",6453,广东 深圳
"""Apple/lPhone 6splus 苹.果6sp 苹.果6s手机7代7plus全网通正品7p""",920.70,"""tb702698251""",451,广东 深圳
"""Apple/苹果 iPhone XS Max 苹果xsmax苹果XR美版4G国行双卡手机8X""",3589.00,"""红红豆豆200988""",2239,广东 深圳
"""关爱心G2儿童手机卡片小学生手机只可以打电话迷你卡通可爱超薄非智能移动电信版男女初中生专用戒网瘾小手机""",68.00,"""关爱心弗瑞尔专卖店""",646,广东 深圳
"""【至高直降700 6期免息】一加7Pro手机全新正品OnePlus7pro 骁龙855 7t  1+7T 一加7手机官方旗舰官网 7tpro""",3499.00,"""一加创华威专卖店""",6095,广东 深圳
"""【直降450元 到手1149】Huawei/华为 nova 4e AI超广角三摄全面屏正品智能关晓彤代言手机nova4e""",1149.00,"""苏宁易购官方旗舰店""",4215,江苏 南京
"""Apple/苹果 iPhone X 苹果8x国行全网通苹果xr xs max双卡4G手机""",3500.00,"""爱上好好888""",56,广东 深圳
"""【12期免息/可减100元】华为honor/荣耀 荣耀20i全面屏全网通手机官方旗舰店新品直降青春正品V20s官网9xpro""",999.00,"""蓝港数码专营店""",4725,广东 深圳
"""24期免息 新品vivo X27手机官网全新限量款 vivox27 x27pro x23幻彩版 vovix20手机官方旗舰店vivo 5g全网通""",2498.00,"""vivo衡视专卖店""",3160,上海
"""vivo Z5x全新正品官方手机 vivoz5x 新品vivoz5限量版 voviz5s z5i z5x z4 vivoz3 z3x z3i z1 y93 bbk旗舰店""",1098.00,"""首佳誉数码专营店""",4380,广东 东莞
"""Xiaomi/小米9Pro 5g版官方旗舰骁龙855plus全面屏10手机mix4pro新""",2297.99,"""heatlinda""",7696,广东 深圳
"""【享24期免息】SMARTISAN/锤子坚果Pro3手机 新品高通骁龙855Plus大电池四摄智能手机官方旗舰店""",2399.00,"""坚果手机旗舰店""",1697,广东 深圳
"""Apple/苹果 iPhone XS Max苹果xs max苹果xr美版无锁4G双卡手机8X""",3380.00,"""新平通讯""",2192,广东 深圳
"""分期花呗Apple/lPhone 6splus 苹.果6sp 苹.果6s手机全网通正品4G""",888.00,"""yunlfang""",954,上海
"""可减350元【24期分期/送果汁机/心率手环】华为HONOR荣耀9X系列官方旗舰店手机20s官网20i/8x/9xpro/play3""",1099.00,"""博盛景数码专营店""",2615,广东 深圳
"""硕王 S3老人机超长待机4G全网通正品军工三防老年机大屏大字大声直板按键移动联通电信版学生功能老年人手机""",69.00,"""硕王益家专卖店""",2010,广东 深圳
"""【低至1699元】华为旗下HONOR/荣耀Magic2滑盖全面屏官网正品超级快充麒麟980官方旗舰店新手机v20""",1699.00,"""荣耀官方旗舰店""",11033,广东 深圳
"""【官方正品】纽曼 L99S 4G移动电信版老年手机大字大声男女款小巧直板按键大屏老人手机非智能学生机超长待机""",68.00,"""纽曼易为理想专卖店""",3311,广东 深圳
"""Apple/苹果 iPhone 8 Plus 苹果8plus国行手机苹果8X iphone8租赁""",1389.00,"""爱上一个少年""",783,广东 深圳
"""现货当天发Xiaomi/小米 Redmi K30 5G红米k30pro官方手机20尊享版""",1428.00,"""绝对诚信qq464547963""",399,广东 深圳
"""【24期免息赠蓝牙音箱】OPPO Reno2全面屏4800万变焦四摄超清拍照视频防抖智能手机官方旗舰店opporeno2 r17""",2999.00,"""oppo官方旗舰店""",6549,广东 东莞
"""创星 X5三防老人智能手机超长待机安卓全网通4G老年机大字大声大屏新款上市正品送适用oppo小米vivo华为耳机""",399.00,"""蒙奇数码专营店""",4102,广东 深圳
"""【24期免息 赠蓝牙音箱】OPPO Reno2 Z全面屏正品官方旗舰新品全网通4800万超清拍照智能手机R15 R17""",2299.00,"""oppo官方旗舰店""",760,广东 东莞
